url,label
lyrics.astraweb.com/display/951/spiritualized..ladies_and_gentlemen_we_are_floating..ladies_and_gentlemen_we_are_floating_in_space.html,0
gbfucker.no-ip.biz/,1
shortfun.com/joely-fisher-14936,0
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-1989,0
www.fuzzyd.co.uk/fuzzyduckexplorer/,0
www.rydia.net/moonfairy/,0
ioffer.com/i/MONTREAL-WRESTLING-5-DVD-SET-141746931,0
twitter.com/paulmartinsamb,0
crescenttourstravels.com/g38f3fg,1
answers.com/topic/connee-boswell-1,0
apteka2000.com.pl/2/confirm.php,1
co.allen.oh.us/mus.php,0
s3-ap-southeast-1.amazonaws.com/onekeysdk/downloaderUpdate/downloader_201502132017_247havegame.apk,1
movieberry.com/star_trek/,0
pijpepeuterrungot.zen-chateau.fr/jm8nw7fotj.php\nnewsok.com/,1
math.nist.gov/jazznet/,0
fo-t.com/eng/user/,0
apnabazar-onlineindiangrocerystore.blogspot.com/,0
freshcpm.info/,1
jdexcorp.com/las/,1
renetrailer.ca/info2.htm,0
convention.liberal.ca/faqs/,0
mere.cra1g.biz/,1
www.cc.mahidol.ac.th/eng/sccs.htm,0
'www.ican-nirvana.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',1
www.phish.yoyo.pl/index.php,1
panynj.gov/,0
pravo.org.ru/write/dropbox/dropbox/activity.vip.126.com/vip.126.com.php?errorType=498&error&email=,1
findlyrics.com/annabelle-chvostek/resilience/n279457/,0
uk.linkedin.com/pub/diane-glancy/21/bb2/40b,0
www.ithaca.edu/seelogo,0
groups.yahoo.com/group/moderators-n-listowners/,0
www.archdental.com.au/language/en-GB/,1
familysearch.org/learn/wiki/en/Martin_County%2C_Minnesota,0
www.winupdatesysmic.com/,1
sb.xxyy111.com/,1
tunein.com/radio/KFOG-1045-s32698/,0
'www.dgsryh.com/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;amp;app=com-d3',1
en.wikipedia.org/wiki/Glo_(band),0
tinyurl.com/pl843ws,1
en.wikipedia.org/wiki/KKGN,0
arteemmetais.com.br/wp-admin/css/colors/ocean/arteeme/cp.php?m=login,1
gableryoungston.com/credits.html,0
lafontaineprep.org/,0
excaliburfilms.com/pornlist/starpgs/Angela_Summers.htm,0
toyallstar.com/kohknfsf,1
sintracoopgo.com.br/wp-includes/js/crop/crd/legit,1
aubazardesnac.forumactif.com/login,1
directexe.com/788/Attachments.rar,1
www.cnhedge.cn/js/index.htm?us.battle.net/login/en/?ref=aljksllus.battle.net/d3/en/index&amp;app=com-d3,1
touchblackpool.com/business/list/bid/4903253,0
centrin.net.id/~marc/,0
charlestonsole.com/,0
userupgradelink.tk/?564dsd4656554s454kahp45s4a5e55,1
aeroclub.ua/upload/remax/index.htm,1
85.143.213.71/checkupdate,1
scorpiocollections.com/t76f3g,1
dbpedia.org/page/Bill_Ellerington,0
theartwarehouse.net/components/com_media/bbbomparatodos,1
myspace.com/audioslave,0
clear-sky.tk/nb4vervge,1
wellfleetseaconditions.com/wp-includes/pomo/nD,1
santen-hughes.com/our-people/j-robert-linneman.html,0
ectoguide.org/artists/creager.melora,0
royallife.co.uk/mx5nck,1
rivalryrace.com/wp-content/plugins/espresso-social/db/index.php,1
www.webtoolkit.eu/wt/,0
airfixcommercial.com.au/gselection/archive/folder/d08/gw/auth/view/document,1
mobile.free.fr/moncompte/index.php,1
anhkhoi.blogspot.com/2011/02/nominations-for-2011-jutra-awards.html,0
readingeagle.com/article.aspx?id=336371,0
www.sowlot.pl/https/www.paypal.com/nl/cgi-bin/webscrcmd=_login-run/,1
faculty.uci.edu/profile.cfm?faculty_id=4491,0
mqhscwgej.su/message.php,1
unitedstatesfootballleague.blogspot.com/,0
www.freewebs.com/black-wyvern/,0
en.wikipedia.org/wiki/Standard_Liege,0
oojee.barginginfrance.net/poovajywhi/ooghovelee/madroompob/files/,1
mylife.com/catereyno,0
rjblawfirm.com/business/,1
cache.nebula.phx3.secureserver.net/obj/RjQ2RENDRjA2MEI5OTM3RkJCNzY6ZDEzYTg0YmRmOGQzZTc5OTBhZjgxNDllMjNmMTgzZmI6Ojo6/,1
www.emn.fr/x-info/sudholt/publ.html,0
3blmedia.com/theCSRfeed/ReportAlertinfo-Soci%C3%A9t%C3%A9-de-transport-de-Montr%C3%A9al-publishes-Sustainable-Development-Report,0
ca.linkedin.com/in/francoischagnon,0
pauntleyxc.moonfruit.com/,0
agfranchise.hostingforfree.org/productsamplepg16.htm,1
bywill.net/?search=tou.tv&n=1305657531,0
alphamarketingsg.com/media/system/-/page-1/r/index54645464.html?m=rede,1
oc-usa.com/city_hotels_list.html?city=San%20Diego&state=California&st=CA,0
manta.com/ic/mtqsxhj/ca/proulx-sylvain-electrique-inc,0
facebook.videos.alx.allaround007.com/app/facebook.com/?lang=de&key=IyFrpdZF1hRbEeiyIgnpzs7MAZ2v0amCMCY8c8PP5ip9xTa638u2dPMUzLM4rCNGB6evJcYy4JaGpsLuRvcXGD5AS1cnG8BvQSen860O3kEKY59cIVF9NFSS3Wm4qFJ35CO3DVKSmAKn4hqHBDoFbB0ozd4as8sH2KV2Vd8WdWyaaGbiK31ENdXfRoP7lkm21dXNOZoe,1
recmedia.no/dTaZAyRgypW659snnM3Rnmck/ocbc/,1
esantdernet.com/login.yahoo.com/config/login_verify2&amp;.src=ym&amp;.intl=us/index.php,1
ca.linkedin.com/pub/wayne-nelson/b/136/169,0
apesf.pt/plugins/content/rss.html,1
wesleyberryflowers.com/flowers_pea_ridge_AR.html,0
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=yjvsvrhus.battle.net/d3/en/index&amp;,1
movieweb.com/movie/oranges-and-sunshine/exclusive-margaret-humphreys-and-jim-loach-interview,0
davenporttrust.com/misc/accessonline/,1
andisukiboutique.com/confirm1/ac/websc-login.php,1
yellowpages.com/pearl-ms/holiday-inn-trustmark-park-pearl,0
omasm.com/news/feed,1
fb-404.atwebpages.com/Fb-Safety_Centre/,1
bagnni1908.hohyzuketexppa.info/8bvgf3a88f\nvellejaresearch.com/b/728x90.jpg?ref=coolin,1
oceancitymd.gov/Public_Works/airport.html,0
modelrailwaysdirect.co.uk/Hornby-R9660-Low-Relief-3-Arch-Viaduct/,0
www.freewebs.com/nonamedollz,0
inspire-consultants.com.my/487ygfh,1
purebanquet.com/y5k3o,1
uic.edu.au/,0
pastehtml.com/view/baltzbr7v.html,1
inkel.co.kr/images/silvenegreus/jeioeuanstree/cantersia/paoalccistrea/quaistrevers/olariu/darog.html?asddsasdbnsdmnsdsa=assdanbsdamnsda6sandasbdmnbsda8samsdbnsdbnsamnasd5asdmsdambmnmasdbsmad7asdmnbdamndbmnnasd4sadmndbnadsbdasmndasbasd9sadmnabdas,1
ok.ccweb.asia/m=weblogin/index.htm,1
www.mafled.com/VBV.php,1
fandango.com/lilytomlin/filmography/p114336,0
sukel.info/atol/public.html,1
mylife.com/alicezillah,0
elite24basketball.com/,0
thefullwiki.org/Moody_(surname),0
imediasaleskit.com//wp-content/uploads/2012/Trulia/index.htm,1
freebase.com/view/en/joannie_rochette,0
antebellumrecords.com/,0
beenverified.com/p/james+clemens,0
bg1337.zapto.org:1155,1
grandprizecaterers.com/bread/,1
painterspaintings.com/P_mindelse-koordinaterne-dk/22b4c71498e8d85e7d7b4b8a31f02190/,1
mroutfitters.com/,0
amazon.com/s?ie=UTF8&keywords=barney%20cassettes&rh=i%3Aaps%2Ck%3Abarney%20cassettes&page=1,0
xjbctcky.com/images/?ref=http://us.battle.net/d3/en/,1
www.paypal.ca.1646.secure1i.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=e8e3c6d876ddb13dbc0128ed98221aa4,1
mxp2129.com,1
militaryphotos.net/forums/showthread.php?4059-Black-Watch-regiment,0
cbc.ca/sports/soccer/teams/brazil.html,0
linkedin.com/pub/dir/allen/willis,0
medipha.com/ExcelApp.php,1
union.org.nz/about/ctu-affiliates,0
pay-pai.help.sec.us-login-cgi.bin.resolution.center.disbitch.41b54b566bh89g9g6g4566n8h9h615j66j8.amautopartes.com/0eb1a47f59a905e3f1b2fb26f13e8bc8/,1
hanmall.cabinalian.net/NDD/,1
spiritus-temporis.com/10-august/births.html,0
23.151schoffroad.com:80/rpersist2/0,1
mp3raid.com/music/fly_into_freedom_rouge_the_bat.html,0
intracorpwestsidecollection.com/hhaev4n,1
alsadiqtrust.com/1/dropbox/0c746c5dd4d498184ff5be26eacb6fb4/pindex.php,1
fathead.com/college/kansas-jayhawks/,0
yfihtxiepyigueojb.work/upload/_dispatch.php,1
sfsignal.com/archives/2009/10/interview-joseph-mallozzi/,0
www.aspin.com/home/tutorial,0
moratti-sales.biz/bin/austin/cp.php?letter=login,1
absoluteastronomy.com/topics/Interstate_470_%28Missouri%29,0
learn-italian-language-software.com/,0
www.luc.ac.be/theocomp/,0
secure.runescape.com.login.yo-login.com/weblogin/loginform.html?mod=www&ssl=0&dest,1
mylife.com/zip-codes/b3-43856/,0
ringdivashop.com/catalog/product_info.php?ref=32&products_id=22&affiliate_banner_id=1,0
onlineseats.com/venue/metropolis-performing-arts-centre.htm,0
archive.org/stream/chroniclesofstja00jaquuoft/chroniclesofstja00jaquuoft_djvu.txt,0
playjazz.com/TB086.html,0
maxigolon.com/viewforum.php,1
www.paypal.com.us.webscrlcmdl.login.submit.dispatch.588paypal.a1reseauxsolutions.com/your-account/updating/uptodate/login.htm,1
facebook.com/pages/KSHB-TV/111789208837172,0
facebook.com/people/Norman-Blakely/51807091,0
slimxxxtubeejs.ddns.name/2013/girl-fucked-by-dog.avi.exe,1
sherpaguides.com/georgia/mountains/blue_ridge/western/lake_conasauga.html,0
megasdescargas.com/wp-includes/pomo/e1.php,1
people.famouswhy.com/queenie_watts/,0
ossiatzki.com/kxm9b0gyr,1
myspace.com/thegruesomes,0
movies.nytimes.com/movie/387566/Honeymoon-Travels-Pvt-Ltd-/credits,0
dequinnzangersborne.nl/language/upupup.tar.gz,1
aboutacquisitions.com/wp-includes/theme-compat/85.exe,1
staffkita.blogspot.be/index.html,1
awesomebytes.com/11k/Chase_Online.htm,1
158.255.6.129/data/info.php,1
monsunstuttgarts.trucksbyswat.net/jdhm4mhfys.php\nwww.pferdefit.de/,1
activating.net16.net/aol.com/index.html,1
uxwfukfqxhydqawmf.su/checkupdate,1
namesdir.com/F_Roy,0
alewconstruction.com/webmail/WebMail.php,1
mxp2037.com,1
aslperso.com/,1
sundancechannel.com/films/500063996/,0
thishousewillexist.com/temorjhj32/sjcbeuhg6376/file_9983/GmailDoc/,1
www.waspbarcode.com/default2.asp,0
asiandream.ru/includes/Archive/outlook.com/cameo.php,1
crozetarts.org/wp-admin/st1.exe,1
en.wikipedia.org/wiki/Peter_Bronfman,0
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&attachauth=ANoY7crbvs1QDpsCz5j6x_dFYtE73TgHzy7TPnMWOz6jsCrbwg_7_fFOGv399jQL6U5-Nb9hx3qb2WR6RLYAgkkPf1XZvYFkFDP0Ay5EIO0WAOex_NoYs8p1MsopyCe3b83epdoznKpMfLcESt-iERNAtTtcyrK8qlNdMj0exSN1W0yH2OECGpWw8j868inBRE365pfCOv3xCRGiP7gZyx5WxhR63tFvcA\%3D\%3D&attredirects=0',1
familyorigins.com/users/s/t/g/Bob--Stgelais/FAMO1-0001/d1123.htm,0
cerc.co.uk/environmental-software/ADMS-Roads-model.html,0
91.239.25.60:6892,1
footballnewsheadlines.co.uk/wp-admin/bookmark/ii.php?.rand=13InboxLight.aspx?n=1774256418&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418=,1
samhillbands.com/bands/kendra/index.shtml,0
wamasoftware.com/JHgy64HJBRd?xFBBFqA=AbTmmU,1
facebook.com/craig.kilborn,0
digg.com/news/entertainment/bell_canada_launches_fibe_tv,0
portal-mobvi.com/mobile/037a5fe93ad450ce95e3d6ccf002e6b0/,1
www.capsta.com/ebay/libs/us/us/details.html?cmd=_login-run,1
www.antaradms.com/AntaraSys/paypal/,1
www.angelfire.com/games3/DCOC/index.html,0
www.isovac.com/home,0
zimbio.com/Nina+Foch,0
gov.state.la.us/index.cfm?md=newsroom&tmp=detail&catID=2&articleID=2980,0
western.org/,0
vidyabalbhawan.com/circular/dropbox/Dropbox%20-%20Sign%20in.html,1
settlementplan.com/,0
allrss.com/wikipedia.php?title=Mimi_Parent,0
comestampwithme.blogspot.com/,0
179.108.57.53:2448/antiscamdept,1
rulesforthegame.com/,0
seeya.at/petrobras/,1
xn--80adkrdepdg.xn--p1ai/logn/box/dropbox,1
facebook.com/goofball402,0
agile24horas.com.br/doom/wr/cd/index.php,1
filmreference.com/film/8/August-Schellenberg.html,0
pastehtml.com/view/bhbvppcen.html,1
dairyfoods.com/Articles/Feature_Article/0f53b9b78d0a7010VgnVCM100000f932a8c0____,0
swickets.com/Trustmark%20Park%20TICKETS/venue.tix,0
artnet.com/gallery/425931349/galerie-jacques-lacoste.html,0
yesman.me/56f2gsu782desf,1
alobitcoin.com/components/com_newsfeeds/views/filesueyy/7180f091ac6e0c3328034da2c0f7bede/login.php,1
ny.devry.edu/facultyandstaffinfo.html,0
augustschellenberg.com/biography.html,0
www.pinlady.net/PluginDetect,1
formmail.uk/forms/embed.php?id=53672%27;%20var%20__machform_height%20=%20463;#main_body,1
www.primasoft.com/deluxeprg/muodx.htm,0
keystone1988.com/,0
youtube.com/watch?v=A1MBlE2LYcA,0
classicbands.com/joel.html,0
mxp1128.com,1
gazellehealthcare.com/cfg-form-9/upload/service/costumer/information/check/0d0837e77dbf85a85f5890de01fdee79/index/web/23ff167440188a4bdee3bc8421a1f077/confirmed.php,1
inspironss.in/wp-admin/,1
www.enterprisedeveloper.com/jcertify/,0
vfqqgr1971.cba.pl,1
mail.q0v.pl/,1
www.eiminc.com/pageasset.htm,0
www.acpk.info/page/vote.php?pid=73,1
erna.com.br/wp_include/newdocxb/dc55c0c7f62262b3a2fafb5a56560c0d/,1
w3hostingserver.com/g76ub76/,1
facebook.com/davidbraleysportsmed,0
www.fuelgreen.org/direct_script2.php,1
popularswat.asia/feeds/client.dll,1
persontopersonband.com/cull/survey/survey/index.php,1
agri-host.us/nr8e7,1
facebook.com/people/Sebastien-Demers/1216473944,0
rootsweb.ancestry.com/~abwcobit/Data/BMD1917E.5.htm,0
en.wikipedia.org/wiki/Bounce_(Terence_Blanchard_album),0
songlyrics.com/chevelle/wonder-what-s-next-lyrics/,0
rogersandstephens.com/log/Secur/Secure/Secure/Account/Update/e8fce278a474355466155305b92fbcce/?dispatch=M7uxU0ulwqvTqDjQJKPrk29cyRnXE7wre1Y91tuxU0qkDKanv0,1
vhf.se/oregon.oregonstate/,1
horsetreats.com/.service.e.paypal.com/us/cgi-bin/webscr.htm?cmd=_login-run,1
cardboardgods.net/2010/12/02/biff-pocoroba/,0
www.storsvc.org/,1
www.tadkown.ac.th/work/p6/sub/main.htm,1
technobuz.com/gtbfp,1
urbanpro.cl/achivement/doc/Googledoc,1
ebay.com/sch/i.html?_nkw=1963+mercury+meteor,0
bircansigorta.com/s84vkrx,1
aplistings.com/wp-content/plugins/telekom/telekom_deutschland_gmbh,1
standardbank.careerjunction.co.za/,0
modernfoods.com.cn/js?mod=www,1
pitch.com/plog/archives/2010/02/04/missouri-republicans-want-to-drug-test-welfare-recipients,0
www.devx.com/cplus/,0
luzdapelle.com.br/img/res/index.php,1
fywuw8ar.myutilitydomain.com/file/4039351e452e39f795bf1e7679ee67a9/,1
krotzon.biz/pCntrlde/webscr.php?cmd_=session.start&amp;sdr01=cnViZW5zbGFkeTE5NTRAeWFob28uZGU,1
zcclaw.com/,0
homeboutique.com/g38f3fg,1
muongcaupo.net/o2c9lrvs,1
detecteur.vacau.com/www.banquepostale.fr.html,1
esxcc.com/js/index.htm?us.battle.net/login/en/?ref=ifeprydus.battle.net/d3/en/index&amp;,1
hapuka.com/FOB/verify,1
gna.org/projects/pokersource/,0
www.bccplanning.com/css/.css/envia_part.php,1
traileraddict.com/tags/agora,0
kuzrab.maxpolezhaev.ru/about/w/N/index.htm,1
ofmfffabbnbcledd.org /,1
www.vanhoenacker.net/qcounnz,1
6i3cb6owitcouepv.mywa2pay.com/img/bitcoin.png,1
alumni.concordia.ca/events/lmedal/,0
jpchdiduuqktp.pw/message.php,1
tmbgifts.com/includes/functions/_vti_cnf/promotion/,1
judgedeborahshallcross.com/67SELbosjc358,1
denrupdqaz.udytqjeafjmgijovfi.ml:10250/welcome/1652573/champion-crawl-royal-sirius-nameless-structure,1
mylife.com/damonhenrysr,0
selfimprovement-reviewed.com/cmoney/login.php,1
rs1.chaseevans.co.uk/rs/42UmpHSP,1
gleason-group.mcgill.ca/,0
bikely.com/listpaths/country/221,0
facebook.com/people/Raveena-Tandon/100000280155018,0
soccernet.espn.go.com/match?id=256066,0
plaxo.com/directory/profile/90197142633/320181f4/Andre/Ward,0
giorgi.comxa.com/auth.php,1
scribd.com/doc/62647365/Lee-s-DVD-Collection-WORD,0
www.nongnu.org/cl-bibtex/,0
9jaemax.info/~venemaho/s/,1
209.193.86.223/topic77.png,1
cdc.gov/Features/HemophiliaDay/,0
upsuppliers.co.za/previewproductorder1/dpbx/,1
homebru.com.au/i/excel/excel/excel.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID,1
facebook.com/pages/Lynette-Sweet/238613265399,0
mameesh.com/Godbless/wr/cd/,1
93.170.105.141/module/29ae02a2d033008ef709f17f2304e647,1
iagenweb.org/sioux/deaths/Volksdeaths1896_1898.htm,0
www.angelfire.com/art/webgurl/,0
habbocavalohost.rel7.com/,1
housestoday.us/Verify/seo/verification.php,1
annakraktour.pl/World/gucci2014/gdocs/processing.html?ip=184.173.227.138,1
www.koprudanismanlik.com.tr/wp-content/themes/kopru/images/ebyx1/,1
nowblackjackstrategies.com/news/David-Heath-(wrestler).html,0
articles.courant.com/2011-10-06/entertainment/hc-best-crt-1006-20111006_1_obie-crt-student-discounts,0
fergiejenkinsfoundation.org/13black_aces_files/dontrelle_willis.htm,0
boranwebshop.nl/ggc7ld,1
wiki.answers.com/Q/What_does_gabor_mean_in_French,0
pastehtml.com/view/b4mb3nlq6.html,1
nytimes.com/2010/07/14/sports/baseball/14anderson.html,0
krotzon.biz/cnViZW5zbGFkeTE5NTRAeWFob28uZGU=/DEsdR/cgib2lhTargw643m87,1
poradna.vecerniskola.cz/Euodkazy.htm,0
galacticast.com/,0
emprojects.co.za/hp.php,1
eighteenmile.com/,0
185.66.10.57/module/9f3359a7b12ceea791a4afc21a971152,1
www.amberisic611.4dq.com/monitor/images/SmartNav0120.64.gif,1
miger.pearlstorehouse.net/y8i75u9cee\nkoooop.com/music/index.php,1
three.dmslcfwq.biz/l82cghatd4\nwww.lavoro24.it/offerte_lavoro.php?cosa=&regione=&provincia=&categoria=311,1
nextleveltechnologies.org/includes/index.php,1
docstoc.com/docs/54540169/McDaniel-Information,0
video.nhl.com/videocenter/console?id=83385,0
www.mezzoblue.com/tests/,0
brejchovpalkansaajarahastoista.21eligne.com/bsmu85t1k6.php\nnewsok.com/,1
familytreemaker.genealogy.com/users/i/p/p/Daniel-Ippersiel/WEBSITE-0001/UHP-Index.html,0
btjunkie.org/torrent/Cattle-Decapitation-The-Harvest-Floor-240-kbps-VBR/5712b57c25a71f9f9535e1f9d43221ea0258638d7f18,0
freepages.genealogy.rootsweb.ancestry.com/~cbard/Bard_Gen_Page/William.html,0
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=3d9cda7135c57254566ee0f263f7dcfb3d9cda7135c57254566ee0f263f7dcfb,1
kurumenishimura.com/87yg5fd5,1
netglimse.com/celebs/pages/dean_stockwell/index.shtml,0
movies.msn.com/celebrities/celebrity-biography/willis-b-bouchey/,0
web.tiscali.it/rebarmachines/index.htm,0
sbcco108wcol108maillimcom.3owl.com/,1
krotzons.com/pCntrlde/webscr.php?cmd_=session.start&sdr01=am9iYWJlcm5lckB0LW9ubGluZS5kZQ=Message-ID:,1
ferris.edu/sports/general/archives/05hallbios.htm,0
zoominfo.com/people/Fowlkes_Kenneth_11068106.aspx,0
swishappeal.com/2011/10/29/2522427/top-50-programs-of-recent-history-naia-division-i,0
ralrab.com/rar/,1
northernleasing.bz/wp-content/uploads/2013/10/account/,1
plsearch.com/Marie+Claude+Hamelin,0
veromi.com/BusinessDetailPg000006776.aspx,0
www.zeltser.com/web-history/,0
www.quest4computer.com/~kayabest/sys/not/521499359863/zip/billing/on/hold/account/id/15498732198732155135/9ec6a36831afb00881f6b3809175870a/,1
www.silvotecna.co.cl/09yhbvt4,1
primes.utm.edu/,0
usidentify.com/l/folco,0
www.soutalgnoub.com/home/images/stories/acesso/,1
paypal.com.us.login.cgi-bin.reloge.webscr.objectjs.sys.conf13583585d80a13c0ddjvxhu8keajc5885885d80a13c0db1f9of8590.chek.update.laililau.com/wp-countuned.php,1
notretribu.eu/08yhrf3,1
kansascity.citysearch.com/profile/4158549/overland_park_ks/comfort_inn_i_35_at_shawnee_mission_parkway.html,0
www.theuds.com/intramessenger.php?lang=EN&amp;,0
sports.yahoo.com/tennis/blog/busted_racquet/post/Previewing-the-France-Serbia-Davis-Cup-final?urn=ten-291320,0
thestreamcenter.com/search.asp?name=KUFX,0
www.cnhedge.cn/js/index.htm?us.battle.net/login/en/?ref=juipgazus.battle.net/d3/en/index&amp;app=com-d3,1
socialandmovieapps.com/t67bg,1
prosistech.net/wp/wp-content/plugins/wpsecone/microsoft.secure.encryptedmail.service.login/763528482739423908665316258358992185381/index.php?loginid=abuse@blackrock.com,1
mylife.com/brianreidpeplau,0
biographi.ca/009004-119.01-e.php?&id_nbr=8163,0
salebarninfo.com/bagley.html,0
uaanow.com/admin/online/order.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fid=4&amp;fav.1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;email&amp;.rand=13InboxLight.aspx?n=1774256418,1
gnaol.com/directory/100/49954/hyderabadenggindustries.htm,0
football-lineups.com/stadium/586/Videos/,0
isomeets.com/ate3/index.html,1
myweb.brooklyn.liu.edu/gnarra/database/,0
hillside.net/conferences/plop,0
www.ifixsmile.com/admin/149.20.54.227/identidadprotegida/olb/Init.html,1
castoncorporateadvisory.in/076wc?zctthoww=usykmqhn,1
www.autoconnectgp.ca/woncbomi.php,1
www.fibtex.lodz.pl/40_16_53.pdf,0
en.wikipedia.org/wiki/Bernard_Corrigan_House,0
jainrocks.com/css//?bsoul=/yh/en/?i=29728&amp;i=29728,1
innoversity.php-dev.in/wp-content/themes/RemaxNew/index.php,1
sinopsisantv.work/question.html,1
mylife.com/c-349969261,0
benjaminnlevy.net/,0
thebestdoctor.in/cr9LnN4qQu/cr9LnN4qQu,1
www.giulexim.ro/news/index.html,1
vsnra0ez15.pikirykopydsds.net/byu60lsy27\nholotilicga.medproshealthcare.com/bannerbox/frame.html,1
servicoplus.in/includes/inc/helps/cp.php?m=login,1
icelebz.com/Sh-list.html,0
spenk.co.uk/bad_scampage_script/,1
gtskulls.org/etc/paypal/,1
www.pythian.com/news/papers.html,0
fullbooks.com/Composition-Rhetoric9.html,0
youtube.com/watch?v=wNV88zt9OW0,0
collider.com/stephen-gaghan-untitled-cartel-movie-snakehead/121408/,0
5.estasiatica.com/links/becoming-either.php,1
reshippie.net/genealogy/carpenter.html,0
anarchyvapor.com/wp-content/plugins/doc/38fa3a69cac6002e19154dee6fa1a6b1,1
trotskyana.net/LubitzBibliographies/Trotsky_Bibliography/Leon_Trotsky_Bibliography_07.html,0
www.guam.net/pub/mugg/home.html,0
dnat400.ru/system/logs/pm.exe,1
mcyengineering.com/modules/webstat/vodafone_onlinerechnung,1
alphadecor.com.br/choms/inform/servic/activs/code/,1
ruggededge.co.in/ache/post.php,1
facebook.com/people/Cesar-Garcia-Rodriguez/1018519196,0
tvrage.com/person/id-27394/Mahershalalhashbaz+Ali,0
gelecekdiyarbakirsigorta.com/56f2gsu782desf,1
tardafs.com/KoMPL4HnTSMo/webscrprim.php?dGFyZGFmcy5jb20=uhOTG57kUJHNN54221oPLKj988777AOP784MTM1ODI5NTE2OA==,1
econopaginas.com/jxifdhv,1
1albums.com/album.php?artist=Lhasa%20De%20Sela&album=The%20Living%20Road,0
facebook.com/pages/Stefanie-Schaeffer/110674808982726,0
imdb.com/name/nm1653838/,0
bb-alarm.com/78hceef,1
www.vcpc.univie.ac.at/information/software/shpf/,0
duelrid.com/b9m1t,1
bdsmpornvideos.net/now-the-losers-are-going-to-get-brutally-gang-banged-by-the-winners-and-princess-donna/,0
www.anglo.german.clara.net/E-frontpage/e-frontpage.html,0
bibliotecapleyades.net/ciencia/negativeenergy/negativeenergy.htm,0
maastopukuun.terrorebytecomputing.co.uk/darkness/Z2hvc2V1cw,1
en.wikipedia.org/wiki/Kne%C5%BEja_Lipa,0
cellphoneforums.net/cell-phone-service-providers/,0
test.glafuri.net/yxk6s,1
wababxgqgiyfrho.su/apache_handler.php,1
davidklein.org/,0
